,Static bc,Dyn,Dyn One Node,Affected
0,9.564518690109253,0.038986921310424805,0.020073413848876953,5165
1,9.82057785987854,0.04163980484008789,0.027485132217407227,5689
2,9.83853530883789,0.00827932357788086,0.00010633468627929688,3
3,9.391708850860596,0.22063231468200684,0.035123348236083984,7218
4,10.085803270339966,0.0004143714904785156,8.368492126464844e-05,1
5,9.648578882217407,0.009459733963012695,0.00010156631469726562,5
6,9.942989110946655,0.18712282180786133,0.019464731216430664,12165
7,9.486066818237305,0.11825037002563477,0.0004131793975830078,396
8,9.202940464019775,0.14001917839050293,0.0005128383636474609,697
9,9.246638536453247,0.23527097702026367,0.0012180805206298828,1921
