,Static bc,Dyn,Dyn One Node,Affected
0,2.4121875762939453,0.0026140213012695312,0.00015091896057128906,3
1,2.2180795669555664,0.0012407302856445312,0.0001392364501953125,1
2,2.2461459636688232,0.032408714294433594,0.011197090148925781,1971
3,2.3500144481658936,0.06595325469970703,0.007713794708251953,3739
4,2.3253824710845947,0.008282899856567383,0.0001685619354248047,2
5,2.506615161895752,0.007467508316040039,0.00015616416931152344,1
6,2.3800759315490723,0.015952110290527344,0.005056142807006836,1022
7,2.2654573917388916,0.015195608139038086,0.00032401084899902344,382
8,2.5136096477508545,0.006721973419189453,0.00012302398681640625,2
9,2.5091631412506104,0.004540443420410156,0.00017547607421875,16
