,Static bc,Dyn,Dyn One Node,Affected
0,22.345857858657837,1.366297721862793,0.01812744140625,24476
1,22.361902713775635,0.0995795726776123,0.05963754653930664,34312
2,22.373422861099243,0.10432744026184082,0.04619550704956055,19272
3,22.36470079421997,0.8817033767700195,0.01903390884399414,18002
4,22.360809803009033,0.3037130832672119,0.02620697021484375,11152
5,22.34896969795227,0.3183000087738037,0.0029556751251220703,2238
6,22.366819858551025,0.44094276428222656,0.028559207916259766,13402
7,22.376816272735596,0.25966739654541016,0.022783756256103516,9040
8,22.38675308227539,0.01617884635925293,0.0039215087890625,1930
9,22.380017280578613,0.13987278938293457,0.06832361221313477,90416
