,Static bc,Dyn,Dyn One Node,Affected
0,5.117143630981445,0.2055342197418213,0.00803065299987793,87528
1,5.113278388977051,0.11787199974060059,0.004431962966918945,44578
2,5.110389709472656,0.0632777214050293,0.0027413368225097656,25386
3,5.099744558334351,0.13559627532958984,0.028118371963500977,42990
4,5.115019798278809,0.31876373291015625,0.01868605613708496,148218
5,5.096313953399658,0.07389044761657715,0.007805585861206055,44628
6,5.101695775985718,0.018359661102294922,0.0021855831146240234,7136
7,5.091334104537964,0.09735798835754395,0.015950679779052734,90038
8,5.0797505378723145,0.13961100578308105,0.0057582855224609375,30562
9,5.071377754211426,0.02275252342224121,0.0015864372253417969,5776
