,Static bc,Dyn,Dyn One Node,Affected
0,76.56847596168518,0.5376899242401123,0.0028688907623291016,262
1,76.53150725364685,0.3091702461242676,0.0007774829864501953,418
2,77.36362266540527,7.563623428344727,0.035120487213134766,30750
3,77.61382555961609,0.4615774154663086,0.03258323669433594,9718
4,77.65726399421692,8.577786922454834,0.04198312759399414,34320
5,77.5742290019989,0.11644530296325684,0.013480424880981445,772
6,76.44527220726013,0.40556931495666504,0.0012073516845703125,764
7,75.75624346733093,0.05167746543884277,0.014054536819458008,800
8,75.75693702697754,0.1220250129699707,0.010792732238769531,916
9,76.03074145317078,0.4235098361968994,0.06595301628112793,31474
