,Static bc,Dyn,Dyn One Node,Affected
0,27.343650102615356,0.31818628311157227,0.010585546493530273,13464
1,27.325721740722656,0.37247371673583984,0.054548025131225586,38194
2,27.302703857421875,0.7018380165100098,0.026749849319458008,25842
3,27.30476140975952,0.2558140754699707,0.06427955627441406,43554
4,27.336026668548584,0.6046662330627441,0.020130395889282227,19094
5,27.31940531730652,0.34200525283813477,0.03843545913696289,18516
6,27.328454971313477,0.23955941200256348,0.03319597244262695,16984
7,27.320343255996704,0.6161420345306396,0.021092653274536133,19514
8,27.567294120788574,0.464249849319458,0.020767927169799805,12518
9,27.559925079345703,0.18674802780151367,0.043231964111328125,22070
